"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.588053000E0,-6.364260959E0,1.324254012E-1,9.571114343E-1
1.598018000E0,-3.689125299E0,-4.452327275E-1,3.487139082E-1
1.607984000E0,-2.616878681E0,-8.395742136E-1,-7.492793168E-1
1.617950000E0,-2.224508291E0,-1.324962695E0,-2.074307354E0
1.627916000E0,-7.742257315E-1,-1.114136657E0,-9.864299583E-1
1.637881000E0,1.589689536E0,-1.442155514E0,-1.787911901E-1
1.647847000E0,1.687885337E0,-1.651960629E0,-6.584684032E-1
1.657813000E0,1.969947419E0,-1.937701194E0,-1.352355731E-1
1.667779000E0,2.130901970E0,-1.286393875E0,-6.662229806E-2
1.677744000E0,1.704904243E0,-7.532149315E-1,-7.222568482E-1
1.687710000E0,5.101748282E-1,-2.099817002E-1,-2.112329166E0
1.697676000E0,1.858424644E0,2.685351330E-1,-1.980883174E0
1.707642000E0,-5.657676988E0,8.639921862E-1,-2.667357109E0
1.717607000E0,-6.296578853E0,1.464412941E0,-2.213341571E0
1.727573000E0,-2.550005245E0,2.208433126E0,2.296236670E-1
1.737539000E0,1.019637465E0,3.254074329E0,1.315578498E0
1.747505000E0,3.917559058E0,3.566992752E0,4.762861204E-1
1.757470000E0,4.322398635E0,3.748440040E0,-6.072149268E-1
1.767436000E0,4.054376888E0,3.120243841E0,-1.137052479E0
1.777402000E0,3.012175602E0,2.212374734E0,-1.486662766E0
1.787368000E0,2.406674786E0,1.939465299E0,-2.067545634E0
1.797333000E0,2.652933197E0,2.083107998E0,-2.512432791E0
1.807299000E0,3.318262723E0,2.339125412E0,-2.720656818E0
1.817265000E0,3.495912244E0,2.714800247E0,-2.634200180E0
1.827231000E0,3.334624987E0,3.129703467E0,-2.708552789E0
1.837196000E0,3.266221334E0,3.243407253E0,-3.046088575E0
1.847162000E0,3.623180986E0,3.114217701E0,-3.278396699E0
1.857128000E0,4.131046164E0,2.912600443E0,-3.524407480E0
1.867094000E0,4.787884364E0,2.601744917E0,-4.034778775E0
1.877059000E0,5.388178818E0,2.610945511E0,-4.210822066E0
1.887025000E0,5.440527771E0,2.814284774E0,-2.988055545E0
1.896991000E0,5.062410554E0,3.462187259E0,-1.863347415E0
1.906957000E0,5.148682712E0,3.406776704E0,9.096513391E-2
1.916922000E0,5.516673721E0,2.556915484E0,1.722535644E0
1.926888000E0,5.298958493E0,1.742087857E0,1.384389117E0
1.936854000E0,4.838338818E0,9.145665085E-1,5.928983116E-1
1.946820000E0,3.676084254E0,6.772163308E-1,7.817850119E-1
1.956785000E0,3.322016636E0,6.262075603E-1,1.821855280E0
1.966751000E0,3.185795807E0,3.885977662E-1,3.554652788E0
1.976717000E0,2.565925459E0,4.751359731E-1,4.320794159E0
1.986683000E0,1.338232951E0,7.206172889E-1,4.377635820E0
1.996648000E0,2.648472941E-1,1.729956053E0,4.429731003E0
2.006614000E0,-2.028128968E0,6.665568566E-1,6.392640420E0
2.016580000E0,-6.382863291E0,-5.396954904E0,1.036957503E1
2.026546000E0,-5.590389569E0,-4.161989629E0,8.879943632E0
2.036511000E0,-6.206158680E-1,1.180887886E0,2.791662481E0
2.046477000E0,-6.030479085E-1,2.485554895E0,1.728149556E0
2.056443000E0,-5.139769217E0,1.265740340E0,2.474720589E0
2.066409000E0,-6.835774582E0,-1.537598446E0,3.105761458E0
2.076374000E0,-6.483784479E0,-1.243100506E0,2.353835837E0
2.086340000E0,-6.016324146E0,-7.945167392E-1,2.869491845E0
2.096306000E0,-5.167194412E0,-1.266368916E0,1.946392787E0
2.106272000E0,-5.766963787E0,-1.020003501E0,-7.880418250E-1
2.116237000E0,-6.058570864E0,-1.311802366E0,-4.472307211E0
2.126203000E0,-6.286715185E0,-1.474432729E0,-5.557971436E0
2.136169000E0,-4.235764534E0,-1.941016565E0,-2.665840341E0
2.146135000E0,-1.379939386E0,-2.287792706E0,4.380289578E-1
2.156101000E0,6.229453987E-1,-2.513577091E0,1.505275038E-1
2.166066000E0,1.331189395E0,-1.826114684E0,-2.152015096E0
2.176032000E0,3.109442865E0,-1.283276140E0,-3.145268755E0
2.185998000E0,4.103658975E0,-3.421240962E-1,-2.826345826E0
2.195963000E0,4.665932495E0,-1.470229751E-1,-1.192859183E0
2.205929000E0,4.011082934E0,-2.700828910E-2,-1.826170233E0
2.215895000E0,2.973126726E0,-1.077045429E-1,-2.979769748E0
2.225861000E0,2.840856276E0,-1.612579046E0,-3.590147141E0
2.235826000E0,4.253827168E0,-2.273659401E0,-2.560495149E0
2.245792000E0,3.459835508E0,-5.012905687E-1,1.284522182E-1
2.255758000E0,2.145455689E0,9.306095141E-1,-8.670462600E-1
2.265724000E0,2.018374643E0,1.925961739E-1,-2.856917993E0
2.275690000E0,2.194392791E0,1.238775905E0,-2.371279836E0
