"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.749611333E0,3.426524506E0,-1.050859726E1,-1.397493896E0
3.759576333E0,3.375929718E0,-9.733658752E0,-1.405277710E0
3.769542417E0,3.001857605E0,-9.095386047E0,-1.189426575E0
3.779508417E0,2.877017212E0,-8.360863495E0,-1.160985718E0
3.789473417E0,1.926793213E0,-7.952512665E0,-1.351838837E0
3.799439417E0,1.592238922E0,-7.435188446E0,-1.437311096E0
3.809405417E0,1.740730133E0,-6.978039093E0,-2.388732605E0
3.819371417E0,1.380878448E0,-6.646927643E0,-3.896547089E0
3.829336417E0,1.599573669E0,-5.687572632E0,-4.603975983E0
3.839302417E0,7.548802185E-1,-4.923112335E0,-5.854625244E0
3.849268417E0,1.866618347E-1,-4.694387970E0,-6.645131378E0
3.859233417E0,5.568420410E-1,-3.739224243E0,-4.731510773E0
3.869199417E0,-7.978408813E-1,-2.504292297E0,4.296066284E-1
3.879165417E0,-1.124761047E0,-2.346370697E0,1.065484314E0
3.889131417E0,1.326242065E-1,-2.515518951E0,-2.435435486E-1
3.899096417E0,3.927832031E-1,-2.273472290E0,-1.038540344E0
3.909062417E0,6.697073364E-1,-1.817071381E0,-1.733994141E0
3.919028417E0,1.521885223E0,-1.838925934E0,-1.306632843E0
3.928993417E0,1.212328949E0,-2.672841797E0,-7.777825928E-1
3.938959417E0,1.509011993E0,-3.087778931E0,-1.174308014E0
3.948925417E0,2.340383148E0,-3.376079407E0,-1.293909302E0
3.958890417E0,2.567011871E0,-3.949237518E0,-1.073567505E0
3.968856417E0,2.307451630E0,-4.647385712E0,-4.465214539E-1
3.978822417E0,1.706750793E0,-5.186564484E0,7.074288940E-1
3.988788417E0,1.030457153E0,-5.694009247E0,2.325264587E0
